Material,Power_W,Speed_mm_s,Hatch_um,Layer_um,Width_um,Depth_um,Length_um,CoolingRate_K_s,LOF_Risk,Keyhole_Ratio,DefectSize_um,FatigueLimit_MPa
Ti-6Al-4V,250,400,90,30,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,90,40,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,90,50,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,110,30,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,110,40,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,400,110,50,313.7,344.1,1451.7,0,False,1.0969078737647435,40.0,355.7000044278334
Ti-6Al-4V,250,600,70,30,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,70,40,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,70,50,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,90,30,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,90,40,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,90,50,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,110,30,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,110,40,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,600,110,50,254.9,270.8,1429.6,0,False,1.0623774029030992,40.0,355.7000044278334
Ti-6Al-4V,250,800,70,30,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,70,40,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,70,50,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,90,30,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,90,40,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,90,50,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,110,30,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,110,40,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,800,110,50,219.4,227.1,1412.8,0,False,1.0350957155879672,40.0,355.7000044278334
Ti-6Al-4V,250,1000,70,30,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,70,40,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,70,50,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,90,30,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,90,40,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,90,50,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,110,30,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,110,40,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1000,110,50,193.9,194.6,1294.3,0,False,1.0036101083032491,40.0,355.7000044278334
Ti-6Al-4V,250,1200,70,30,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,70,40,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,70,50,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,90,30,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,90,40,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,90,50,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,110,30,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,110,40,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1200,110,50,174.1,169.8,1176.7,0,False,0.9753015508328547,40.0,355.7000044278334
Ti-6Al-4V,250,1400,70,30,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,70,40,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,70,50,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,90,30,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,90,40,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,90,50,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,110,30,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,110,40,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1400,110,50,179.9,87.3,215.9,0,False,0.4852695942190105,5.0,503.035770398012
Ti-6Al-4V,250,1600,70,30,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,70,40,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,70,50,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,90,30,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,90,40,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,90,50,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,110,30,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,110,40,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1600,110,50,169.1,80.8,204.0,0,False,0.4778237729154346,5.0,503.035770398012
Ti-6Al-4V,250,1800,70,30,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,70,40,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,70,50,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,90,30,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,90,40,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,90,50,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,110,30,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,110,40,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,1800,110,50,160.1,75.3,194.1,0,False,0.4703310430980637,5.0,503.035770398012
Ti-6Al-4V,250,2000,70,30,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,70,40,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,70,50,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,90,30,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,90,40,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,90,50,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,110,30,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,110,40,152.5,70.6,185.8,0,False,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,250,2000,110,50,152.5,70.6,185.8,0,True,0.4629508196721311,5.0,503.035770398012
Ti-6Al-4V,300,400,70,30,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,70,40,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,70,50,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,90,30,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,90,40,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,90,50,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,110,30,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,110,40,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,400,110,50,345.2,388.4,1740.0,0,False,1.1251448435689455,40.0,355.7000044278334
Ti-6Al-4V,300,600,70,30,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,70,40,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,70,50,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,90,30,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,90,40,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,90,50,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,110,30,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,110,40,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,600,110,50,280.8,306.8,1717.4,0,False,1.0925925925925926,40.0,355.7000044278334
Ti-6Al-4V,300,800,70,30,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,70,40,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,70,50,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,90,30,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,90,40,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,90,50,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,110,30,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,110,40,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,800,110,50,241.1,255.6,1590.8,0,False,1.060141020323517,40.0,355.7000044278334
Ti-6Al-4V,300,1000,70,30,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,70,40,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,70,50,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,90,30,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,90,40,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,90,50,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,110,30,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,110,40,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1000,110,50,212.4,218.5,1418.3,0,False,1.0287193973634652,40.0,355.7000044278334
Ti-6Al-4V,300,1200,70,30,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,70,40,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,70,50,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,90,30,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,90,40,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,90,50,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,110,30,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,110,40,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1200,110,50,190.5,191.2,1290.5,0,False,1.0036745406824146,40.0,355.7000044278334
Ti-6Al-4V,300,1400,70,30,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,70,40,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,70,50,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,90,30,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,90,40,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,90,50,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,110,30,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,110,40,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1400,110,50,173.1,170.1,1190.9,0,False,0.9826689774696707,40.0,355.7000044278334
Ti-6Al-4V,300,1600,70,30,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,70,40,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,70,50,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,90,30,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,90,40,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,90,50,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,110,30,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,110,40,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1600,110,50,184.2,91.7,220.6,0,False,0.497828447339848,5.0,503.035770398012
Ti-6Al-4V,300,1800,70,30,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,70,40,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,70,50,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,90,30,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,90,40,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,90,50,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,110,30,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,110,40,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,1800,110,50,174.4,85.8,209.9,0,False,0.4919724770642201,5.0,503.035770398012
Ti-6Al-4V,300,2000,70,30,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,70,40,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,70,50,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,90,30,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,90,40,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,90,50,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,110,30,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,110,40,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,300,2000,110,50,166.2,80.8,200.8,0,False,0.4861612515042118,5.0,503.035770398012
Ti-6Al-4V,350,400,70,30,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,70,40,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,70,50,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,90,30,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,90,40,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,90,50,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,110,30,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,110,40,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,400,110,50,374.1,429.3,2027.9,0,False,1.1475541299117882,40.0,355.7000044278334
Ti-6Al-4V,350,600,70,30,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,70,40,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,70,50,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,90,30,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,90,40,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,90,50,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,110,30,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,110,40,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,600,110,50,304.4,339.6,1990.1,0,False,1.1156373193166886,40.0,355.7000044278334
Ti-6Al-4V,350,800,70,30,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,70,40,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,70,50,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,90,30,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,90,40,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,90,50,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,110,30,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,110,40,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,800,110,50,260.1,280.1,1718.1,0,False,1.076893502499039,40.0,355.7000044278334
Ti-6Al-4V,350,1000,70,30,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,70,40,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,70,50,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,90,30,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,90,40,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,90,50,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,110,30,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,110,40,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1000,110,50,228.6,239.6,1532.1,0,False,1.048118985126859,40.0,355.7000044278334
Ti-6Al-4V,350,1200,70,30,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,70,40,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,70,50,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,90,30,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,90,40,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,90,50,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,110,30,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,110,40,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1200,110,50,204.8,210.0,1394.6,0,False,1.025390625,40.0,355.7000044278334
Ti-6Al-4V,350,1400,70,30,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,70,40,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,70,50,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,90,30,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,90,40,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,90,50,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,110,30,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,110,40,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1400,110,50,186.1,187.1,1287.3,0,False,1.0053734551316496,40.0,355.7000044278334
Ti-6Al-4V,350,1600,70,30,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,70,40,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,70,50,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,90,30,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,90,40,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,90,50,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,110,30,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,110,40,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1600,110,50,197.8,101.4,235.6,0,False,0.512639029322548,5.0,503.035770398012
Ti-6Al-4V,350,1800,70,30,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,70,40,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,70,50,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,90,30,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,90,40,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,90,50,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,110,30,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,110,40,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,1800,110,50,187.3,95.0,224.1,0,False,0.5072076882007475,5.0,503.035770398012
Ti-6Al-4V,350,2000,70,30,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,70,40,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,70,50,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,90,30,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,90,40,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,90,50,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,110,30,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,110,40,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,350,2000,110,50,178.5,89.6,214.3,0,False,0.5019607843137255,5.0,503.035770398012
Ti-6Al-4V,400,400,70,30,400.9,467.7,2315.6,0,False,1.166625093539536,40.0,355.7000044278334
Ti-6Al-4V,400,400,70,40,400.9,467.7,2315.6,0,False,1.166625093539536,40.0,355.7000044278334
Ti-6Al-4V,400,400,70,50,400.9,467.7,2315.6,0,False,1.166625093539536,40.0,355.7000044278334
Ti-6Al-4V,400,400,90,30,400.9,467.7,2315.6,0,False,1.166625093539536,40.0,355.7000044278334
Ti-6Al-4V,400,400,90,40,400.9,467.7,2315.6,0,False,1.166625093539536,40.0,355.7000044278334
